s bet_x bet_y alf_x alf_y disp_x disp_y rx_i ry_i rs_i rx_int ry_int rs_int
+3.5952240000e+001 +2.1901833750e+000 +1.0395281090e+001 +5.8231152650e-001 -1.0359187990e+000 +5.6585773250e-002 +0.0000000000e+000 +8.3932638437e-005 +8.8064198859e-008 +7.4819078396e-007 +1.0651694691e-002 +1.9421311685e-005 +1.5525642908e-004
+3.6172240000e+001 +1.9635582530e+000 +1.0860737760e+001 +4.4780266280e-001 -1.0797933320e+000 +1.8724988660e-001 +0.0000000000e+000 +4.3563971747e-004 +4.3137924847e-007 +3.8839655992e-006 +1.1087334408e-002 +1.9852690934e-005 +1.5914039468e-004
+3.7373005000e+001 +1.7679465980e+000 +1.3571791950e+001 -2.8448109300e-001 -1.1621769320e+000 +9.7324682370e-001 +0.0000000000e+000 +7.0317972271e-005 +1.4199930462e-008 +4.6661153154e-007 +1.1157652381e-002 +1.9866890864e-005 +1.5960700621e-004
+3.7593005000e+001 +1.9227102290e+000 +1.4091532750e+001 -4.1898995690e-001 -1.2002812700e+000 +1.1313329470e+000 +0.0000000000e+000 +3.0923115397e-005 +4.9835104486e-009 +2.0521644924e-007 +1.1188575496e-002 +1.9871874375e-005 +1.5981222266e-004
+3.7693005000e+001 +2.0126222600e+000 +1.4333321020e+001 -4.8013034950e-001 -1.2176014240e+000 +1.2031902760e+000 +0.0000000000e+000 +6.7033528515e-005 +9.5673862904e-009 +4.4487561616e-007 +1.1255609024e-002 +1.9881441761e-005 +1.6025709828e-004
+3.7913005000e+001 +2.2534715640e+000 +1.4877448600e+001 -6.1463921340e-001 -1.2557057620e+000 +1.3612764000e+000 +0.0000000000e+000 +3.5437950927e-004 +3.6339388248e-008 +2.3520833468e-006 +1.1609988534e-002 +1.9917781149e-005 +1.6260918162e-004
+3.9113770000e+001 +4.6028515190e+000 +1.7914158810e+001 -1.3469229590e+000 -1.2555734340e+000 +2.2965623270e+000 +0.0000000000e+000 +6.0730061209e-005 -7.7145658632e-009 +3.4441071381e-007 +1.1670718595e-002 +1.9910066583e-005 +1.6295359234e-004
+3.9333770000e+001 +5.2250895710e+000 +1.8473572150e+001 -1.4814318210e+000 -1.2872144520e+000 +2.4820704600e+000 +0.0000000000e+000 +2.6855784463e-005 -4.6761041114e-009 +1.5231432146e-007 +1.1697574379e-002 +1.9905390479e-005 +1.6310590666e-004
+3.9433770000e+001 +5.5274899740e+000 +1.8732453260e+001 -1.5425722130e+000 -1.3015967330e+000 +2.5663923380e+000 +0.0000000000e+000 +5.3047893344e-005 -1.0406112988e-008 +3.0087402679e-007 +1.1750622273e-002 +1.9894984366e-005 +1.6340678069e-004
+3.9633770000e+001 +6.1689750160e+000 +1.9258844870e+001 -1.6648529960e+000 -1.3303612950e+000 +2.7350360950e+000 +0.0000000000e+000 +1.0350378780e-004 -2.4992769242e-008 +5.8708394332e-007 +1.1854126061e-002 +1.9869991597e-005 +1.6399386463e-004
+4.0033770000e+001 +9.3136749890e+000 +1.6167340620e+001 -6.7788596440e+000 +8.4695452890e+000 +3.3991941680e+000 +0.0000000000e+000 +1.3004568379e-004 -8.1516620890e-008 +7.3776277264e-007 +1.1984171744e-002 +1.9788474976e-005 +1.6473162740e-004
+4.0533770000e+001 +1.7352857170e+001 +8.8224886140e+000 -9.2995047250e+000 +6.2201587300e+000 +4.6690497090e+000 +0.0000000000e+000 +1.1331120095e-004 -1.1033637240e-007 +6.4297670546e-007 +1.2097482945e-002 +1.9678138604e-005 +1.6537460411e-004
+4.0933770000e+001 +2.1295032350e+001 +5.8282049090e+000 +1.1906249560e-001 +1.7645724460e+000 +5.1857484400e+000 +0.0000000000e+000 +7.6408367612e-004 -6.7687853689e-007 +4.3358196039e-006 +1.2861566621e-002 +1.9001260067e-005 +1.6971042371e-004
+4.3433770000e+001 +2.0997376110e+001 +1.4167737950e+000 +9.9057081130e-015 +2.5373457040e-014 +5.1857484400e+000 +0.0000000000e+000 +1.0980749898e-003 -3.8808385246e-007 +6.2289707234e-006 +1.3959641611e-002 +1.8613176215e-005 +1.7593939443e-004
+4.5933770000e+001 +2.1295032350e+001 +5.8282049090e+000 -1.1906249560e-001 -1.7645724460e+000 +5.1857484400e+000 +0.0000000000e+000 +1.2225338818e-004 -1.0830056590e-007 +6.9373113663e-007 +1.4081894999e-002 +1.8504875649e-005 +1.7663312557e-004
+4.6333770000e+001 +1.7352857170e+001 +8.8224886140e+000 +9.2995047250e+000 -6.2201587300e+000 +4.6690497090e+000 +0.0000000000e+000 +1.4163900119e-004 -1.3792046549e-007 +8.0372088182e-007 +1.4223534001e-002 +1.8366955183e-005 +1.7743684645e-004
+4.6833770000e+001 +9.3136749890e+000 +1.6167340620e+001 +6.7788596440e+000 -8.4695452890e+000 +3.3991941680e+000 +0.0000000000e+000 +1.0403654703e-004 -6.5213296712e-008 +5.9021021811e-007 +1.4327570548e-002 +1.8301741886e-005 +1.7802705667e-004
+4.7233770000e+001 +6.1689750160e+000 +1.9258844870e+001 +1.6648529960e+000 +1.3303612950e+000 +2.7350360950e+000 +0.0000000000e+000 +5.1751893900e-005 -1.2496384621e-008 +2.9354197166e-007 +1.4379322441e-002 +1.8289245502e-005 +1.7832059864e-004
+4.7433770000e+001 +5.5274899740e+000 +1.8732453260e+001 +1.5425722130e+000 +1.3015967330e+000 +2.5663923380e+000 +0.0000000000e+000 +2.6523946672e-005 -5.2030564942e-009 +1.5043701340e-007 +1.4405846388e-002 +1.8284042445e-005 +1.7847103566e-004
+4.7533770000e+001 +5.2250895710e+000 +1.8473572150e+001 +1.4814318210e+000 +1.2872144520e+000 +2.4820704600e+000 +0.0000000000e+000 +5.9082725818e-005 -1.0287429045e-008 +3.3509150721e-007 +1.4464929114e-002 +1.8273755016e-005 +1.7880612716e-004
+4.7753770000e+001 +4.6028515190e+000 +1.7914158810e+001 +1.3469229590e+000 +1.2555734340e+000 +2.2965623270e+000 +0.0000000000e+000 +3.3146605431e-004 -4.2106275813e-008 +1.8798015035e-006 +1.4796395168e-002 +1.8231648740e-005 +1.8068592867e-004
+4.8954535000e+001 +2.2534715640e+000 +1.4877448600e+001 +6.1463921340e-001 +1.2557057620e+000 +1.3612764000e+000 +0.0000000000e+000 +6.4928184981e-005 +6.6579767187e-009 +4.3094055564e-007 +1.4861323353e-002 +1.8238306717e-005 +1.8111686922e-004
+4.9174535000e+001 +2.0126222600e+000 +1.4333321020e+001 +4.8013034950e-001 +1.2176014240e+000 +1.2031902760e+000 +0.0000000000e+000 +3.0469785689e-005 +4.3488119502e-009 +2.0221618916e-007 +1.4891793139e-002 +1.8242655529e-005 +1.8131908541e-004
+4.9274535000e+001 +1.9227102290e+000 +1.4091532750e+001 +4.1898995690e-001 +1.2002812700e+000 +1.1313329470e+000 +0.0000000000e+000 +6.8030853874e-005 +1.0963722987e-008 +4.5147618832e-007 +1.4959823993e-002 +1.8253619252e-005 +1.8177056160e-004
+4.9494535000e+001 +1.7679465980e+000 +1.3571791950e+001 +2.8448109300e-001 +1.1621769320e+000 +9.7324682370e-001 +0.0000000000e+000 +3.8379709079e-004 +7.7503543187e-008 +2.5467763440e-006 +1.5343621084e-002 +1.8331122795e-005 +1.8431733794e-004
+5.0695300000e+001 +1.9635582530e+000 +1.0860737760e+001 -4.4780266280e-001 +1.0797933320e+000 +1.8724988660e-001 +0.0000000000e+000 +7.9816398582e-005 +7.9035810223e-008 +7.1160671057e-007 +1.5423437482e-002 +1.8410158605e-005 +1.8502894465e-004
+5.0915300000e+001 +2.1901833750e+000 +1.0395281090e+001 -5.8231152650e-001 +1.0359187990e+000 +5.6585773250e-002 +0.0000000000e+000 +3.8151199290e-005 +4.0029181299e-008 +3.4008671998e-007 +1.5461588681e-002 +1.8450187787e-005 +1.8536903137e-004
+5.1015300000e+001 +2.3127597190e+000 +1.0190091630e+001 -6.4345191910e-001 +1.0159758290e+000 -2.8070055420e-003 +0.0000000000e+000 +8.5848904206e-005 +9.2047744035e-008 +7.6522011019e-007 +1.5547437586e-002 +1.8542235531e-005 +1.8613425148e-004
+5.1235300000e+001 +2.6254705140e+000 +9.7527146630e+000 -7.7796078280e-001 +9.7210129590e-001 -1.3347111890e-001 +0.0000000000e+000 +4.9158278602e-004 +5.4624185937e-007 +4.3811096219e-006 +1.6039020372e-002 +1.9088477390e-005 +1.9051536111e-004
+5.2436065000e+001 +5.3660737730e+000 +7.5860273010e+000 -1.5102445240e+000 +8.1969197040e-001 -7.7017906050e-001 +0.0000000000e+000 +7.2312297245e-005 +1.0959753632e-007 +1.1569356672e-006 +1.6111332669e-002 +1.9198074927e-005 +1.9167229677e-004
+5.2656065000e+001 +6.0601733140e+000 +7.2360297760e+000 -1.6447533860e+000 +7.7120586970e-001 -8.7342116270e-001 +0.0000000000e+000 +3.1377493084e-005 +3.3855901346e-008 +5.0198235252e-007 +1.6142710162e-002 +1.9231930828e-005 +1.9217427913e-004
+5.2756065000e+001 +6.3952380300e+000 +7.0839925160e+000 -1.7058937780e+000 +7.4916673300e-001 -9.2034939090e-001 +0.0000000000e+000 +6.7674817384e-005 +6.0585323347e-008 +1.0826385986e-006 +1.6210384979e-002 +1.9292516151e-005 +1.9325691773e-004
+5.2976065000e+001 +7.1754232420e+000 +6.7650260950e+000 -1.8404026390e+000 +7.0068063230e-001 -1.0235914930e+000 +0.0000000000e+000 +3.5467057686e-004 +1.8602631114e-007 +5.6734512446e-006 +1.6565055556e-002 +1.9478542462e-005 +1.9893036897e-004
+5.4176830000e+001 +1.2461018030e+001 +5.3175002740e+000 -2.5726863410e+000 +4.9638501940e-001 -1.5110104350e+000 +0.0000000000e+000 +2.7488524874e-005 -1.0015272274e-007 +1.0181729426e-006 +1.6592544081e-002 +1.9378389740e-005 +1.9994854191e-004
+5.4396830000e+001 +1.3622591970e+001 +5.1104356070e+000 -2.7071951990e+000 +4.4481801140e-001 -1.5868305250e+000 +0.0000000000e+000 +1.2319476024e-005 -4.7420501628e-008 +4.5642384637e-007 +1.6604863557e-002 +1.9330969238e-005 +2.0040496576e-004
+5.4496830000e+001 +1.4170145050e+001 +5.0238159600e+000 -2.7683355890e+000 +4.2137846230e-001 -1.6212942020e+000 +0.0000000000e+000 +2.4478489960e-005 -9.6307929151e-008 +9.0700043205e-007 +1.6629342047e-002 +1.9234661309e-005 +2.0131196619e-004
+5.4696830000e+001 +1.5301935440e+001 +4.8646403950e+000 -2.8906163690e+000 +3.7449936410e-001 -1.6902215570e+000 +0.0000000000e+000 +4.8307672220e-005 -1.9765785004e-007 +1.7903174051e-006 +1.6677649719e-002 +1.9037003459e-005 +2.0310228360e-004
+5.5096830000e+001 +1.4718402610e+001 +5.5420572160e+000 +4.2566007360e+000 -2.1731512890e+000 -1.6669499830e+000 +0.0000000000e+000 +2.3319058084e-005 -9.8099652890e-008 +8.6454787717e-007 +1.6700968777e-002 +1.8938903806e-005 +2.0396683147e-004
+5.5296830000e+001 +1.3067720800e+001 +6.4526207080e+000 +3.9968082800e+000 -2.3796661730e+000 -1.5751178100e+000 +0.0000000000e+000 +1.1430843595e-005 -4.6012476142e-008 +4.2383208643e-007 +1.6712399621e-002 +1.8892891330e-005 +2.0439066356e-004
+5.5396830000e+001 +1.2281348770e+001 +6.9388796870e+000 +3.8669120520e+000 -2.4829236150e+000 -1.5292017230e+000 +0.0000000000e+000 +2.4922601284e-005 -9.6388890013e-008 +9.2408991264e-007 +1.6737322222e-002 +1.8796502440e-005 +2.0531475347e-004
+5.5616830000e+001 +1.0642777240e+001 +8.0813426800e+000 +3.5811403500e+000 -2.7100899880e+000 -1.4281863330e+000 +0.0000000000e+000 +1.3364950618e-004 -4.4716262033e-007 +4.9553136232e-006 +1.6870971728e-002 +1.8349339819e-005 +2.1027006710e-004
+5.6817595000e+001 +3.9278209260e+000 +1.5920229090e+001 +2.0253620220e+000 -3.7724621920e+000 -8.0360089830e-001 +0.0000000000e+000 +3.3108637818e-005 +1.6839711344e-007 +8.6664586625e-007 +1.6904080366e-002 +1.8517736933e-005 +2.1113671296e-004
+5.7037595000e+001 +3.0995314120e+000 +1.7626418520e+001 +1.7395903150e+000 -3.9829443150e+000 -6.7516349620e-001 +0.0000000000e+000 +1.5426671373e-005 +1.1363070776e-007 +4.0375293046e-007 +1.6919507038e-002 +1.8631367641e-005 +2.1154046589e-004
+5.7137595000e+001 +2.7646029720e+000 +1.8432574750e+001 +1.6096940850e+000 -4.0786180080e+000 -6.1678285880e-001 +0.0000000000e+000 +3.4394369121e-005 +2.9293017747e-007 +9.0013125224e-007 +1.6953901407e-002 +1.8924297818e-005 +2.1244059714e-004
+5.7357595000e+001 +2.1192073500e+000 +2.0273472740e+001 +1.3239223780e+000 -4.2891001310e+000 -4.8834545660e-001 +0.0000000000e+000 +1.9391345896e-004 +2.1859973083e-006 +5.0743004507e-006 +1.7147814866e-002 +2.1110295126e-005 +2.1751489759e-004
+5.8558360000e+001 +8.1123000510e-001 +3.1598444440e+001 -2.3185598960e-001 -5.0763525790e+000 +2.8552897660e-001 +0.0000000000e+000 +3.5901294109e-005 +4.3327431372e-007 +6.2150743669e-007 +1.7183716160e-002 +2.1543569440e-005 +2.1813640503e-004
+5.8778360000e+001 +9.7611641620e-001 +3.3873042760e+001 -5.1762769740e-001 -5.2627306840e+000 +4.4138838960e-001 +0.0000000000e+000 +1.5204037420e-005 +1.8974028809e-007 +2.6325910565e-007 +1.7198920197e-002 +2.1733309728e-005 +2.1839966414e-004
+5.8878360000e+001 +1.0926315790e+000 +3.4934060620e+001 -6.4752392820e-001 -5.3474480050e+000 +5.1223357740e-001 +0.0000000000e+000 +2.9441198128e-005 +3.7227074156e-007 +5.0982676644e-007 +1.7228361395e-002 +2.2105580470e-005 +2.1890949090e-004
+5.9078360000e+001 +1.4035996420e+000 +3.7106926760e+001 -9.0731638990e-001 -5.5168826460e+000 +6.5392395280e-001 +0.0000000000e+000 +5.5238775238e-005 +7.1548465263e-007 +9.5675453558e-007 +1.7283600171e-002 +2.2821065122e-005 +2.1986624544e-004
+5.9478360000e+001 +3.0445011540e+000 +2.9826666200e+001 -3.6345184140e+000 +2.1679874470e+001 +1.0634333460e+000 +0.0000000000e+000 +4.1181680671e-005 +3.0019328828e-007 +7.1362302309e-007 +1.7324781851e-002 +2.3121258411e-005 +2.2057986846e-004
+5.9778360000e+001 +5.6452728650e+000 +1.8240004150e+001 -5.0347206200e+000 +1.6942332360e+001 +1.4818830500e+000 +0.0000000000e+000 +6.0508054913e-005 +7.9989715791e-008 +1.0489945704e-006 +1.7385289906e-002 +2.3201248126e-005 +2.2162886303e-004
+6.0178360000e+001 +7.7936735840e+000 +1.1125568480e+001 +2.8159560750e-001 +2.7998343210e+000 +1.7660164710e+000 +0.0000000000e+000 +6.7952745647e-005 -6.6391119919e-008 +1.1784183342e-006 +1.7453242652e-002 +2.3134857007e-005 +2.2280728137e-004
+6.0578360000e+001 +5.2894103810e+000 +1.2682807400e+001 +5.2588401040e+000 -7.1210864710e+000 +1.4710587560e+000 +0.0000000000e+000 +5.1953567817e-005 -4.5534786808e-009 +9.0080223237e-007 +1.7505196220e-002 +2.3130303528e-005 +2.2370808360e-004
+6.0878360000e+001 +2.6216816330e+000 +1.7322403950e+001 +3.6335890550e+000 -8.3442353580e+000 +1.0454247470e+000 +0.0000000000e+000 +6.7705125607e-005 +1.5177840779e-007 +1.1734865436e-006 +1.7572901345e-002 +2.3282081936e-005 +2.2488157014e-004
+6.1278360000e+001 +8.6788359910e-001 +1.9423539310e+001 +1.1204508320e+000 +3.5495779250e+000 +5.9059919560e-001 +0.0000000000e+000 +3.5530093248e-005 +1.5050106193e-007 +6.1555972089e-007 +1.7608431439e-002 +2.3432582998e-005 +2.2549712986e-004
+6.1478360000e+001 +5.2365315410e-001 +1.8031714370e+001 +6.0070139320e-001 +3.4095467680e+000 +4.0982438250e-001 +0.0000000000e+000 +1.9014818599e-005 +7.9339960334e-008 +3.2936557720e-007 +1.7627446257e-002 +2.3511922958e-005 +2.2582649544e-004
+6.1578360000e+001 +4.2950034740e-001 +1.7356806570e+001 +3.4082667410e-001 +3.3395311890e+000 +3.1943697600e-001 +0.0000000000e+000 +4.3333833786e-005 +1.7961079411e-007 +7.5052487355e-007 +1.7670780091e-002 +2.3691533752e-005 +2.2657702031e-004
+6.1798360000e+001 +4.0531597490e-001 +1.5921300390e+001 -2.3089770820e-001 +3.1854969160e+000 +1.2058468150e-001 +0.0000000000e+000 +2.5620720358e-004 +1.0457931729e-006 +4.4362393936e-006 +1.7926987295e-002 +2.4737326925e-005 +2.3101325971e-004
+6.2999125000e+001 +4.6863306970e+000 +9.1121997450e+000 -3.3434396470e+000 +2.4454496150e+000 -8.8734859360e-001 +0.0000000000e+000 +3.8564787396e-005 +3.7680062932e-008 +1.0434955773e-006 +1.7965552082e-002 +2.4775006988e-005 +2.3205675529e-004
+6.3219125000e+001 +6.2832235050e+000 +8.0732777960e+000 -3.9151640260e+000 +2.2769228830e+000 -1.0587788770e+000 +0.0000000000e+000 +1.6943987143e-005 -4.1667209845e-009 +4.5847264648e-007 +1.7982496069e-002 +2.4770840267e-005 +2.3251522793e-004
+6.3319125000e+001 +7.0922437820e+000 +7.6255535250e+000 -4.1750387440e+000 +2.2003198240e+000 -1.1367017330e+000 +0.0000000000e+000 +3.6812376832e-005 -2.5832755336e-008 +9.9605874059e-007 +1.8019308446e-002 +2.4745007511e-005 +2.3351128667e-004
+6.3539125000e+001 +9.0550401920e+000 +6.6944886830e+000 -4.7467631230e+000 +2.0317930920e+000 -1.3081320160e+000 +0.0000000000e+000 +1.9657599896e-004 -2.9601333782e-007 +5.3185259904e-006 +1.8215884445e-002 +2.4448994174e-005 +2.3882981266e-004
+6.4739890000e+001 +2.4153436820e+001 +2.8603367550e+000 -7.8593049660e+000 +1.1389493640e+000 -2.1667762900e+000 +0.0000000000e+000 +3.4378671714e-005 -9.2565050112e-008 +9.7247058499e-007 +1.8250263117e-002 +2.4356429124e-005 +2.3980228325e-004
+6.4959890000e+001 +2.7737310370e+001 +2.3980702460e+000 -8.4310293340e+000 +9.6226204090e-001 -2.3107845620e+000 +0.0000000000e+000 +1.5787044635e-005 -3.9944690232e-008 +4.4607741590e-007 +1.8266050161e-002 +2.4316484433e-005 +2.4024836066e-004
+6.5059890000e+001 +2.9449503710e+001 +2.2136490800e+000 -8.6909040470e+000 +8.8194962140e-001 -2.3762428670e+000 +0.0000000000e+000 +3.1714390970e-005 -7.7583197692e-008 +8.9563261092e-007 +1.8297764552e-002 +2.4238901236e-005 +2.4114399327e-004
+6.5259890000e+001 +3.3029815210e+001 +1.8929941990e+000 -9.2106534720e+000 +7.2132478250e-001 -2.5071594770e+000 +0.0000000000e+000 +6.3911079989e-005 -1.4525404689e-007 +1.8027915887e-006 +1.8361675632e-002 +2.4093647189e-005 +2.4294678486e-004
+6.5659890000e+001 +3.3949898610e+001 +1.7626260750e+000 +7.0592173150e+000 -3.7485630510e-001 -2.5244089140e+000 +0.0000000000e+000 +3.2415556499e-005 -7.0291188128e-008 +9.1377110125e-007 +1.8394091189e-002 +2.4023356001e-005 +2.4386055596e-004
+6.5859890000e+001 +3.1186102930e+001 +1.9384508250e+000 +6.7597610510e+000 -5.0426744520e-001 -2.4104655260e+000 +0.0000000000e+000 +1.6287353495e-005 -3.6710468980e-008 +4.5939727818e-007 +1.8410378542e-002 +2.3986645532e-005 +2.4431995324e-004
+6.5959890000e+001 +2.9849123540e+001 +2.0457748710e+000 +6.6100329180e+000 -5.6897301520e-001 -2.3534938320e+000 +0.0000000000e+000 +3.5862027170e-005 -8.2595352163e-008 +1.0118022343e-006 +1.8446240569e-002 +2.3904050179e-005 +2.4533175548e-004
+6.6179890000e+001 +2.7013177470e+001 +2.3274404940e+000 +6.2806310270e+000 -7.1132526930e-001 -2.2281561050e+000 +0.0000000000e+000 +1.9554637035e-004 -4.7257884804e-007 +5.5203713892e-006 +1.8641786940e-002 +2.3431471331e-005 +2.5085212687e-004
+6.7380655000e+001 +1.4116304360e+001 +4.9242361540e+000 +4.4873243110e+000 -1.4361562080e+000 -1.4711567020e+000 +0.0000000000e+000 +1.1234638761e-004 +1.8151831658e-008 +9.2498979603e-007 +1.8754133327e-002 +2.3449623163e-005 +2.5177711666e-004
+6.7600655000e+001 +1.2214350080e+001 +5.5862464390e+000 +4.1579224100e+000 -1.5729814540e+000 -1.3183969630e+000 +0.0000000000e+000 +5.2927879956e-005 +2.1252444326e-008 +4.3589511281e-007 +1.8807061207e-002 +2.3470875607e-005 +2.5221301178e-004
+6.7700655000e+001 +1.1397738410e+001 +5.9070620590e+000 +4.0081942740e+000 -1.6351747480e+000 -1.2489607170e+000 +0.0000000000e+000 +1.1825474823e-004 +6.1740553936e-008 +9.7401488917e-007 +1.8925315955e-002 +2.3532616161e-005 +2.5318702666e-004
+6.7920655000e+001 +9.7066013470e+000 +6.6566405030e+000 +3.6787923730e+000 -1.7719999940e+000 -1.0962009780e+000 +0.0000000000e+000 +6.6258369857e-004 +5.2938782695e-007 +5.4587061380e-006 +1.9587899654e-002 +2.4062003988e-005 +2.5864573280e-004
+6.9121420000e+001 +3.0422176060e+000 +1.1686238810e+001 +1.8854855610e+000 -2.3873450640e+000 -1.8991257350e-001 +0.0000000000e+000 +9.5450182484e-005 +2.0947333991e-008 +4.5920843102e-007 +1.9683349837e-002 +2.4082951322e-005 +2.5910494123e-004
+6.9341420000e+001 +2.2850723780e+000 +1.2764417090e+001 +1.5560836560e+000 -2.5134653370e+000 -9.7308227390e-003 +0.0000000000e+000 +4.0306690568e-005 +6.7435294998e-009 +1.9395788381e-007 +1.9723656527e-002 +2.4089694852e-005 +2.5929889912e-004
+6.9441420000e+001 +1.9888284610e+000 +1.3272842900e+001 +1.4063555170e+000 -2.5707927330e+000 +7.2169973060e-002 +0.0000000000e+000 +7.8151823048e-005 +1.1362395395e-008 +3.7610608407e-007 +1.9801808350e-002 +2.4101057247e-005 +2.5967500520e-004
+6.9641420000e+001 +1.4861775100e+000 +1.4324090950e+001 +1.1068992390e+000 -2.6854475260e+000 +2.3597156460e-001 +0.0000000000e+000 +1.4756363148e-004 +1.5777304307e-008 +7.1027354127e-007 +1.9949371982e-002 +2.4116834551e-005 +2.6038527874e-004
+7.0041420000e+001 +9.9666204740e-001 +1.4292658100e+001 +1.7790125770e-001 +2.7600322430e+000 +5.8993443650e-001 +0.0000000000e+000 +7.0901148234e-005 -2.5780882927e-009 +3.4135045585e-007 +2.0020273130e-002 +2.4114256463e-005 +2.6072662920e-004
+7.0241420000e+001 +9.6690570370e-001 +1.3212763260e+001 -2.9119539440e-002 +2.6394419660e+000 +7.8454047200e-001 +0.0000000000e+000 +3.5908624847e-005 -4.8827256333e-009 +1.7289385483e-007 +2.0056181755e-002 +2.4109373738e-005 +2.6089952305e-004
+7.0341420000e+001 +9.8308065150e-001 +1.2690904380e+001 -1.3262993800e-001 +2.5791468280e+000 +8.8184348980e-001 +0.0000000000e+000 +7.9549194160e-005 -1.4306322605e-008 +3.8302929176e-007 +2.0135730949e-002 +2.4095067415e-005 +2.6128255235e-004
+7.0561420000e+001 +1.0915368570e+000 +1.1585262620e+001 -3.6035281480e-001 +2.4464975230e+000 +1.0959101290e+000 +0.0000000000e+000 +4.4141326561e-004 -1.1614948542e-007 +2.1255539752e-006 +2.0577144214e-002 +2.3978917930e-005 +2.6340810632e-004
+7.1762185000e+001 +3.4395950550e+000 +6.4588006840e+000 -1.6001057850e+000 +1.7929512030e+000 +2.3359612690e+000 +0.0000000000e+000 +9.3056366330e-005 -4.2325825035e-008 +4.2594197752e-007 +2.0670200581e-002 +2.3936592104e-005 +2.6383404830e-004
+7.1982185000e+001 +4.1937406320e+000 +5.7014854520e+000 -1.8278286600e+000 +1.6493907610e+000 +2.5774499170e+000 +0.0000000000e+000 +4.3321766864e-005 -1.9835860623e-008 +1.9829842177e-007 +2.0713522348e-002 +2.3916756244e-005 +2.6403234672e-004
+7.2082185000e+001 +4.5696574040e+000 +5.3781327740e+000 -1.9313390580e+000 +1.5841360140e+000 +2.6872174850e+000 +0.0000000000e+000 +9.6364488203e-005 -4.4002991157e-008 +4.4109585656e-007 +2.0809886836e-002 +2.3872753253e-005 +2.6447344258e-004
+7.2302185000e+001 +5.4695456220e+000 +4.7126962250e+000 -2.1590619330e+000 +1.4405755720e+000 +2.9287061330e+000 +0.0000000000e+000 +5.3898400845e-004 -2.4193293959e-007 +2.4671506867e-006 +2.1348870844e-002 +2.3630820313e-005 +2.6694059326e-004
+7.3502950000e+001 +1.2126262660e+001 +2.1524535490e+000 -3.3988148590e+000 +6.7667755320e-001 +4.3180462560e+000 +0.0000000000e+000 +1.0776125254e-004 -3.8335678354e-008 +5.0853505189e-007 +2.1456632097e-002 +2.3592484635e-005 +2.6744912831e-004
+7.3722950000e+001 +1.3671840230e+001 +1.8874975490e+000 -3.6265377290e+000 +5.2766790200e-001 +4.5869569120e+000 +0.0000000000e+000 +4.9445798498e-005 -1.6518521342e-008 +2.3334063740e-007 +2.1506077895e-002 +2.3575966113e-005 +2.6768246895e-004
+7.3822950000e+001 +1.4407498810e+001 +1.7887371340e+000 -3.7300481250e+000 +4.5993624240e-001 +4.7091890280e+000 +0.0000000000e+000 +9.9135003110e-005 -3.2259486511e-008 +4.6783072601e-007 +2.1605212898e-002 +2.3543706627e-005 +2.6815029968e-004
+7.4022950000e+001 +1.5940922220e+001 +1.6318553010e+000 -3.9370689160e+000 +3.2447292320e-001 +4.9536532610e+000 +0.0000000000e+000 +1.9839412557e-004 -6.1769632369e-008 +9.3624933245e-007 +2.1803607024e-002 +2.3481936995e-005 +2.6908654901e-004
+7.4422950000e+001 +1.6206447090e+001 +1.7641017400e+000 +3.3132083980e+000 -6.7451942410e-001 +4.9928447370e+000 +0.0000000000e+000 +9.7034195714e-005 -3.2018239081e-008 +4.5792421808e-007 +2.1900641220e-002 +2.3449918755e-005 +2.6954447323e-004
+7.4622950000e+001 +1.4910725670e+001 +2.0669002710e+000 +3.1653987040e+000 -8.3947322690e-001 +4.7869876040e+000 +0.0000000000e+000 +4.7522125071e-005 -1.7182212640e-008 +2.2426860191e-007 +2.1948163345e-002 +2.3432736543e-005 +2.6976874183e-004
+7.4722950000e+001 +1.4285036420e+001 +2.2430426060e+000 +3.0914938580e+000 -9.2195012830e-001 +4.6840590370e+000 +0.0000000000e+000 +1.0335307597e-004 -3.9095297545e-008 +4.8774993618e-007 +2.2051516421e-002 +2.3393641245e-005 +2.7025649177e-004
+7.4942950000e+001 +1.2960549060e+001 +2.6886194830e+000 +2.9289031950e+000 -1.1033993110e+000 +4.4576161910e+000 +0.0000000000e+000 +5.4913623504e-004 -2.2819166959e-007 +2.5915195277e-006 +2.2600652656e-002 +2.3165449576e-005 +2.7284801129e-004
+7.6143715000e+001 +7.0047731690e+000 +6.4715980240e+000 +2.0437384900e+000 -2.0250241040e+000 +3.2994763480e+000 +0.0000000000e+000 +8.7332559909e-005 -4.6658096896e-008 +4.0209009810e-007 +2.2687985216e-002 +2.3118791479e-005 +2.7325010139e-004
+7.6363715000e+001 +6.1412981800e+000 +7.4007560820e+000 +1.8811478230e+000 -2.1984216130e+000 +3.1004555090e+000 +0.0000000000e+000 +3.8574038850e-005 -2.0687889914e-008 +1.7759896608e-007 +2.2726559255e-002 +2.3098103589e-005 +2.7342770036e-004
+7.6463715000e+001 +5.7724591000e+000 +7.8483221100e+000 +1.8072429740e+000 -2.2772386630e+000 +3.0099914910e+000 +0.0000000000e+000 +8.3792495298e-005 -4.4736744029e-008 +3.8578791678e-007 +2.2810351750e-002 +2.3053366845e-005 +2.7381348828e-004
