s bet_x bet_y alf_x alf_y disp_x disp_y rx_i ry_i rs_i rx_int ry_int rs_int
+3.5952240000e+001 +2.1901833750e+000 +1.0395281090e+001 +5.8231152650e-001 -1.0359187990e+000 +5.6585773250e-002 +0.0000000000e+000 +1.2461003522e-004 +3.2967346681e-007 +1.1113012836e-006 +1.1393274747e-002 +2.4566152002e-005 +1.5550949902e-004
+3.6172240000e+001 +1.9635582530e+000 +1.0860737760e+001 +4.4780266280e-001 -1.0797933320e+000 +1.8724988660e-001 +0.0000000000e+000 +6.0406955666e-004 +1.4946049476e-006 +5.3878414070e-006 +1.1997344304e-002 +2.6060756950e-005 +1.6089734043e-004
+3.7373005000e+001 +1.7679465980e+000 +1.3571791950e+001 -2.8448109300e-001 -1.1621769320e+000 +9.7324682370e-001 +0.0000000000e+000 +8.4088184823e-005 +1.0193020635e-007 +5.5808123611e-007 +1.2081432489e-002 +2.6162687156e-005 +1.6145542167e-004
+3.7593005000e+001 +1.9227102290e+000 +1.4091532750e+001 -4.1898995690e-001 -1.2002812700e+000 +1.1313329470e+000 +0.0000000000e+000 +3.5993414415e-005 +3.9792023084e-008 +2.3889895403e-007 +1.2117425903e-002 +2.6202479179e-005 +1.6169432062e-004
+3.7693005000e+001 +2.0126222600e+000 +1.4333321020e+001 -4.8013034950e-001 -1.2176014240e+000 +1.2031902760e+000 +0.0000000000e+000 +7.7174709660e-005 +8.1745312714e-008 +5.1224667605e-007 +1.2194600613e-002 +2.6284224492e-005 +1.6220656730e-004
+3.7913005000e+001 +2.2534715640e+000 +1.4877448600e+001 -6.1463921340e-001 -1.2557057620e+000 +1.3612764000e+000 +0.0000000000e+000 +3.9920542665e-004 +3.8366671448e-007 +2.6498957934e-006 +1.2593806040e-002 +2.6667891207e-005 +1.6485646309e-004
+3.9113770000e+001 +4.6028515190e+000 +1.7914158810e+001 -1.3469229590e+000 -1.2555734340e+000 +2.2965623270e+000 +0.0000000000e+000 +6.3864919216e-005 +2.8118392822e-008 +3.6221991087e-007 +1.2657670959e-002 +2.6696009599e-005 +1.6521868300e-004
+3.9333770000e+001 +5.2250895710e+000 +1.8473572150e+001 -1.4814318210e+000 -1.2872144520e+000 +2.4820704600e+000 +0.0000000000e+000 +2.7897009603e-005 +9.7318466141e-009 +1.5823168044e-007 +1.2685567968e-002 +2.6705741446e-005 +1.6537691468e-004
+3.9433770000e+001 +5.5274899740e+000 +1.8732453260e+001 -1.5425722130e+000 -1.3015967330e+000 +2.5663923380e+000 +0.0000000000e+000 +5.4824049305e-005 +1.6869828572e-008 +3.1097024354e-007 +1.2740392018e-002 +2.6722611275e-005 +1.6568788493e-004
+3.9633770000e+001 +6.1689750160e+000 +1.9258844870e+001 -1.6648529960e+000 -1.3303612950e+000 +2.7350360950e+000 +0.0000000000e+000 +1.0596833703e-004 +2.3952290810e-008 +6.0110186002e-007 +1.2846360355e-002 +2.6746563565e-005 +1.6628898679e-004
+4.0033770000e+001 +9.3136749890e+000 +1.6167340620e+001 -6.7788596440e+000 +8.4695452890e+000 +3.3991941680e+000 +0.0000000000e+000 +1.2934039656e-004 -4.6694145767e-008 +7.3380386752e-007 +1.2975700751e-002 +2.6699869420e-005 +1.6702279065e-004
+4.0533770000e+001 +1.7352857170e+001 +8.8224886140e+000 -9.2995047250e+000 +6.2201587300e+000 +4.6690497090e+000 +0.0000000000e+000 +1.0947024607e-004 -9.8954662003e-008 +6.2121419799e-007 +1.3085170997e-002 +2.6600914758e-005 +1.6764400485e-004
+4.0933770000e+001 +2.1295032350e+001 +5.8282049090e+000 +1.1906249560e-001 +1.7645724460e+000 +5.1857484400e+000 +0.0000000000e+000 +7.3394099130e-004 -6.2400244867e-007 +4.1649729456e-006 +1.3819111989e-002 +2.5976912309e-005 +1.7180897780e-004
+4.3433770000e+001 +2.0997376110e+001 +1.4167737950e+000 +9.9057081130e-015 +2.5373457040e-014 +5.1857484400e+000 +0.0000000000e+000 +1.0593609761e-003 -3.6255512467e-007 +6.0095599300e-006 +1.4878472965e-002 +2.5614357184e-005 +1.7781853773e-004
+4.5933770000e+001 +2.1295032350e+001 +5.8282049090e+000 -1.1906249560e-001 -1.7645724460e+000 +5.1857484400e+000 +0.0000000000e+000 +1.1743055861e-004 -9.9840391787e-008 +6.6639567130e-007 +1.4995903523e-002 +2.5514516793e-005 +1.7848493340e-004
+4.6333770000e+001 +1.7352857170e+001 +8.8224886140e+000 +9.2995047250e+000 -6.2201587300e+000 +4.6690497090e+000 +0.0000000000e+000 +1.3683780758e-004 -1.2369332750e-007 +7.7651774749e-007 +1.5132741331e-002 +2.5390823465e-005 +1.7926145115e-004
+4.6833770000e+001 +9.3136749890e+000 +1.6167340620e+001 +6.7788596440e+000 -8.4695452890e+000 +3.3991941680e+000 +0.0000000000e+000 +1.0347231725e-004 -3.7355316614e-008 +5.8704309402e-007 +1.5236213648e-002 +2.5353468148e-005 +1.7984849424e-004
+4.7233770000e+001 +6.1689750160e+000 +1.9258844870e+001 +1.6648529960e+000 +1.3303612950e+000 +2.7350360950e+000 +0.0000000000e+000 +5.2984168516e-005 +1.1976145405e-008 +3.0055093001e-007 +1.5289197817e-002 +2.5365444294e-005 +1.8014904517e-004
+4.7433770000e+001 +5.5274899740e+000 +1.8732453260e+001 +1.5425722130e+000 +1.3015967330e+000 +2.5663923380e+000 +0.0000000000e+000 +2.7412024653e-005 +8.4349142861e-009 +1.5548512177e-007 +1.5316609841e-002 +2.5373879208e-005 +1.8030453029e-004
+4.7533770000e+001 +5.2250895710e+000 +1.8473572150e+001 +1.4814318210e+000 +1.2872144520e+000 +2.4820704600e+000 +0.0000000000e+000 +6.1373421126e-005 +2.1410062551e-008 +3.4810969697e-007 +1.5377983263e-002 +2.5395289271e-005 +1.8065263999e-004
+4.7753770000e+001 +4.6028515190e+000 +1.7914158810e+001 +1.3469229590e+000 +1.2555734340e+000 +2.2965623270e+000 +0.0000000000e+000 +3.4857618056e-004 +1.5347082707e-007 +1.9770045058e-006 +1.5726559443e-002 +2.5548760098e-005 +1.8262964449e-004
+4.8954535000e+001 +2.2534715640e+000 +1.4877448600e+001 +6.1463921340e-001 +1.2557057620e+000 +1.3612764000e+000 +0.0000000000e+000 +7.3141034144e-005 +7.0294085176e-008 +4.8550471953e-007 +1.5799700477e-002 +2.5619054183e-005 +1.8311514921e-004
+4.9174535000e+001 +2.0126222600e+000 +1.4333321020e+001 +4.8013034950e-001 +1.2176014240e+000 +1.2031902760e+000 +0.0000000000e+000 +3.5079413482e-005 +3.7156960325e-008 +2.3283939820e-007 +1.5834779891e-002 +2.5656211143e-005 +1.8334798861e-004
+4.9274535000e+001 +1.9227102290e+000 +1.4091532750e+001 +4.1898995690e-001 +1.2002812700e+000 +1.1313329470e+000 +0.0000000000e+000 +7.9185511713e-005 +8.7542450784e-008 +5.2557769886e-007 +1.5913965402e-002 +2.5743753594e-005 +1.8387356631e-004
+4.9494535000e+001 +1.7679465980e+000 +1.3571791950e+001 +2.8448109300e-001 +1.1621769320e+000 +9.7324682370e-001 +0.0000000000e+000 +4.5895522386e-004 +5.5633738287e-007 +3.0460200703e-006 +1.6372920626e-002 +2.6300090977e-005 +1.8691958638e-004
+5.0695300000e+001 +1.9635582530e+000 +1.0860737760e+001 -4.4780266280e-001 +1.0797933320e+000 +1.8724988660e-001 +0.0000000000e+000 +1.1067552974e-004 +2.7383633640e-007 +9.8714162183e-007 +1.6483596156e-002 +2.6573927313e-005 +1.8790672800e-004
+5.0915300000e+001 +2.1901833750e+000 +1.0395281090e+001 -5.8231152650e-001 +1.0359187990e+000 +5.6585773250e-002 +0.0000000000e+000 +5.6640925099e-005 +1.4985157582e-007 +5.0513694708e-007 +1.6540237081e-002 +2.6723778889e-005 +1.8841186495e-004
+5.1015300000e+001 +2.3127597190e+000 +1.0190091630e+001 -6.4345191910e-001 +1.0159758290e+000 -2.8070055420e-003 +0.0000000000e+000 +1.2729999724e-004 +3.3363968538e-007 +1.1352365035e-006 +1.6667537078e-002 +2.7057418575e-005 +1.8954710145e-004
+5.1235300000e+001 +2.6254705140e+000 +9.7527146630e+000 -7.7796078280e-001 +9.7210129590e-001 -1.3347111890e-001 +0.0000000000e+000 +6.5239507226e-004 +1.4777682825e-006 +5.8174072676e-006 +1.7319932151e-002 +2.8535186857e-005 +1.9536450872e-004
+5.2436065000e+001 +5.3660737730e+000 +7.5860273010e+000 -1.5102445240e+000 +8.1969197040e-001 -7.7017906050e-001 +0.0000000000e+000 +6.0082946212e-005 +4.8127415148e-008 +9.6183650426e-007 +1.7380015097e-002 +2.8583314272e-005 +1.9632634523e-004
+5.2656065000e+001 +6.0601733140e+000 +7.2360297760e+000 -1.6447533860e+000 +7.7120586970e-001 -8.7342116270e-001 +0.0000000000e+000 +2.6602239997e-005 +1.2674925549e-008 +4.2582467486e-007 +1.7406617337e-002 +2.8595989198e-005 +1.9675216990e-004
+5.2756065000e+001 +6.3952380300e+000 +7.0839925160e+000 -1.7058937780e+000 +7.4916673300e-001 -9.2034939090e-001 +0.0000000000e+000 +5.7880212612e-005 +1.9805486867e-008 +9.2645816906e-007 +1.7464497549e-002 +2.8615794685e-005 +1.9767862807e-004
+5.2976065000e+001 +7.1754232420e+000 +6.7650260950e+000 -1.8404026390e+000 +7.0068063230e-001 -1.0235914930e+000 +0.0000000000e+000 +3.0878026828e-004 +2.2506230539e-008 +4.9420602913e-006 +1.7773277818e-002 +2.8638300915e-005 +2.0262068836e-004
+5.4176830000e+001 +1.2461018030e+001 +5.3175002740e+000 -2.5726863410e+000 +4.9638501940e-001 -1.5110104350e+000 +0.0000000000e+000 +2.5986911015e-005 -9.4625285724e-008 +9.6277713954e-007 +1.7799264729e-002 +2.8543675629e-005 +2.0358346550e-004
+5.4396830000e+001 +1.3622591970e+001 +5.1104356070e+000 -2.7071951990e+000 +4.4481801140e-001 -1.5868305250e+000 +0.0000000000e+000 +1.1647067741e-005 -4.4798209592e-008 +4.3160944820e-007 +1.7810911796e-002 +2.8498877420e-005 +2.0401507495e-004
+5.4496830000e+001 +1.4170145050e+001 +5.0238159600e+000 -2.7683355890e+000 +4.2137846230e-001 -1.6212942020e+000 +0.0000000000e+000 +2.3142778709e-005 -9.0979524922e-008 +8.5769990200e-007 +1.7834054575e-002 +2.8407897895e-005 +2.0487277485e-004
+5.4696830000e+001 +1.5301935440e+001 +4.8646403950e+000 -2.8906163690e+000 +3.7449936410e-001 -1.6902215570e+000 +0.0000000000e+000 +4.5672615962e-005 -1.8671573365e-007 +1.6930283490e-006 +1.7879727191e-002 +2.8221182161e-005 +2.0656580320e-004
+5.5096830000e+001 +1.4718402610e+001 +5.5420572160e+000 +4.2566007360e+000 -2.1731512890e+000 -1.6669499830e+000 +0.0000000000e+000 +2.2050058084e-005 -9.2657390968e-008 +8.1763273405e-007 +1.7901777249e-002 +2.8128524770e-005 +2.0738343593e-004
+5.5296830000e+001 +1.3067720800e+001 +6.4526207080e+000 +3.9968082800e+000 -2.3796661730e+000 -1.5751178100e+000 +0.0000000000e+000 +1.0810414052e-005 -4.3445423114e-008 +4.0087659849e-007 +1.7912587663e-002 +2.8085079347e-005 +2.0778431253e-004
+5.5396830000e+001 +1.2281348770e+001 +6.9388796870e+000 +3.8669120520e+000 -2.4829236150e+000 -1.5292017230e+000 +0.0000000000e+000 +2.3572108320e-005 -9.0981608237e-008 +8.7410675977e-007 +1.7936159772e-002 +2.7994097739e-005 +2.0865841929e-004
+5.5616830000e+001 +1.0642777240e+001 +8.0813426800e+000 +3.5811403500e+000 -2.7100899880e+000 -1.4281863330e+000 +0.0000000000e+000 +1.2644338777e-004 -4.2142537008e-007 +4.6884680567e-006 +1.8062603159e-002 +2.7572672369e-005 +2.1334688735e-004
+5.6817595000e+001 +3.9278209260e+000 +1.5920229090e+001 +2.0253620220e+000 -3.7724621920e+000 -8.0360089830e-001 +0.0000000000e+000 +3.0665851779e-005 +1.4408962376e-007 +8.0297208305e-007 +1.8093269011e-002 +2.7716761993e-005 +2.1414985943e-004
+5.7037595000e+001 +3.0995314120e+000 +1.7626418520e+001 +1.7395903150e+000 -3.9829443150e+000 -6.7516349620e-001 +0.0000000000e+000 +1.4222427806e-005 +9.7805172326e-008 +3.7236676186e-007 +1.8107491439e-002 +2.7814567165e-005 +2.1452222619e-004
+5.7137595000e+001 +2.7646029720e+000 +1.8432574750e+001 +1.6096940850e+000 -4.0786180080e+000 -6.1678285880e-001 +0.0000000000e+000 +3.1664862269e-005 +2.5319312481e-007 +8.2900220393e-007 +1.8139156301e-002 +2.8067760290e-005 +2.1535122840e-004
+5.7357595000e+001 +2.1192073500e+000 +2.0273472740e+001 +1.3239223780e+000 -4.2891001310e+000 -4.8834545660e-001 +0.0000000000e+000 +1.7881980817e-004 +1.9279584936e-006 +4.6812249419e-006 +1.8317976109e-002 +2.9995718783e-005 +2.2003245334e-004
+5.8558360000e+001 +8.1123000510e-001 +3.1598444440e+001 -2.3185598960e-001 -5.0763525790e+000 +2.8552897660e-001 +0.0000000000e+000 +4.2105219089e-005 +6.7283910635e-007 +7.2907728698e-007 +1.8360081329e-002 +3.0668557890e-005 +2.2076153063e-004
+5.8778360000e+001 +9.7611641620e-001 +3.3873042760e+001 -5.1762769740e-001 -5.2627306840e+000 +4.4138838960e-001 +0.0000000000e+000 +1.6670427601e-005 +2.5850149007e-007 +2.8870390500e-007 +1.8376751756e-002 +3.0927059380e-005 +2.2105023453e-004
+5.8878360000e+001 +1.0926315790e+000 +3.4934060620e+001 -6.4752392820e-001 -5.3474480050e+000 +5.1223357740e-001 +0.0000000000e+000 +3.1598890326e-005 +4.8554297694e-007 +5.4728270858e-007 +1.8408350646e-002 +3.1412602357e-005 +2.2159751724e-004
+5.9078360000e+001 +1.4035996420e+000 +3.7106926760e+001 -9.0731638990e-001 -5.5168826460e+000 +6.5392395280e-001 +0.0000000000e+000 +5.7405695142e-005 +8.7124618072e-007 +9.9441655563e-007 +1.8465756342e-002 +3.2283848537e-005 +2.2259193379e-004
+5.9478360000e+001 +3.0445011540e+000 +2.9826666200e+001 -3.6345184140e+000 +2.1679874470e+001 +1.0634333460e+000 +0.0000000000e+000 +4.0419880617e-005 +3.2804034318e-007 +7.0048824985e-007 +1.8506176222e-002 +3.2611888881e-005 +2.2329242204e-004
+5.9778360000e+001 +5.6452728650e+000 +1.8240004150e+001 -5.0347206200e+000 +1.6942332360e+001 +1.4818830500e+000 +0.0000000000e+000 +5.8017034149e-005 +8.9914734970e-008 +1.0058954804e-006 +1.8564193256e-002 +3.2701803616e-005 +2.2429831753e-004
+6.0178360000e+001 +7.7936735840e+000 +1.1125568480e+001 +2.8159560750e-001 +2.7998343210e+000 +1.7660164710e+000 +0.0000000000e+000 +6.4792924249e-005 -5.7097487312e-008 +1.1237026226e-006 +1.8628986181e-002 +3.2644706128e-005 +2.2542202015e-004
+6.0578360000e+001 +5.2894103810e+000 +1.2682807400e+001 +5.2588401040e+000 -7.1210864710e+000 +1.4710587560e+000 +0.0000000000e+000 +5.0136096426e-005 +7.9246237544e-009 +8.6932925134e-007 +1.8679122277e-002 +3.2652630752e-005 +2.2629134940e-004
+6.0878360000e+001 +2.6216816330e+000 +1.7322403950e+001 +3.6335890550e+000 -8.3442353580e+000 +1.0454247470e+000 +0.0000000000e+000 +6.7708711918e-005 +2.0633111568e-007 +1.1735817918e-006 +1.8746830989e-002 +3.2858961868e-005 +2.2746493119e-004
+6.1278360000e+001 +8.6788359910e-001 +1.9423539310e+001 +1.1204508320e+000 +3.5495779250e+000 +5.9059919560e-001 +0.0000000000e+000 +3.9036542593e-005 +2.4814126497e-007 +6.7633020691e-007 +1.8785867532e-002 +3.3107103133e-005 +2.2814126140e-004
+6.1478360000e+001 +5.2365315410e-001 +1.8031714370e+001 +6.0070139320e-001 +3.4095467680e+000 +4.0982438250e-001 +0.0000000000e+000 +2.2361651324e-005 +1.5453416237e-007 +3.8736158165e-007 +1.8808229183e-002 +3.3261637295e-005 +2.2852862298e-004
+6.1578360000e+001 +4.2950034740e-001 +1.7356806570e+001 +3.4082667410e-001 +3.3395311890e+000 +3.1943697600e-001 +0.0000000000e+000 +5.3382899648e-005 +3.8719289130e-007 +9.2464950389e-007 +1.8861612082e-002 +3.3648830186e-005 +2.2945327248e-004
+6.1798360000e+001 +4.0531597490e-001 +1.5921300390e+001 -2.3089770820e-001 +3.1854969160e+000 +1.2058468150e-001 +0.0000000000e+000 +3.7307954079e-004 +3.1074732335e-006 +6.4608895383e-006 +1.9234691623e-002 +3.6756303420e-005 +2.3591416202e-004
+6.2999125000e+001 +4.6863306970e+000 +9.1121997450e+000 -3.3434396470e+000 +2.4454496150e+000 -8.8734859360e-001 +0.0000000000e+000 +3.5806334469e-005 +2.6776345205e-008 +9.6921025252e-007 +1.9270497958e-002 +3.6783079765e-005 +2.3688337227e-004
+6.3219125000e+001 +6.2832235050e+000 +8.0732777960e+000 -3.9151640260e+000 +2.2769228830e+000 -1.0587788770e+000 +0.0000000000e+000 +1.5819569752e-005 -6.2538254616e-009 +4.2821795532e-007 +1.9286317528e-002 +3.6776825940e-005 +2.3731159023e-004
+6.3319125000e+001 +7.0922437820e+000 +7.6255535250e+000 -4.1750387440e+000 +2.2003198240e+000 -1.1367017330e+000 +0.0000000000e+000 +3.4445555782e-005 -2.8255085209e-008 +9.3241101876e-007 +1.9320763083e-002 +3.6748570854e-005 +2.3824400125e-004
+6.3539125000e+001 +9.0550401920e+000 +6.6944886830e+000 -4.7467631230e+000 +2.0317930920e+000 -1.3081320160e+000 +0.0000000000e+000 +1.8464176541e-004 -2.9039774016e-007 +4.9981139018e-006 +1.9505404849e-002 +3.6458173114e-005 +2.4324211515e-004
+6.4739890000e+001 +2.4153436820e+001 +2.8603367550e+000 -7.8593049660e+000 +1.1389493640e+000 -2.1667762900e+000 +0.0000000000e+000 +3.2457044165e-005 -8.7417948252e-008 +9.1936924463e-007 +1.9537861893e-002 +3.6370755166e-005 +2.4416148439e-004
+6.4959890000e+001 +2.7737310370e+001 +2.3980702460e+000 -8.4310293340e+000 +9.6226204090e-001 -2.3107845620e+000 +0.0000000000e+000 +1.4900541232e-005 -3.7714882857e-008 +4.2172488137e-007 +1.9552762434e-002 +3.6333040283e-005 +2.4458320928e-004
+6.5059890000e+001 +2.9449503710e+001 +2.2136490800e+000 -8.6909040470e+000 +8.8194962140e-001 -2.3762428670e+000 +0.0000000000e+000 +2.9928670217e-005 -7.3246258218e-008 +8.4671742128e-007 +1.9582691104e-002 +3.6259794025e-005 +2.4542992670e-004
+6.5259890000e+001 +3.3029815210e+001 +1.8929941990e+000 -9.2106534720e+000 +7.2132478250e-001 -2.5071594770e+000 +0.0000000000e+000 +6.0289892581e-005 -1.3711269739e-007 +1.7041837708e-006 +1.9642980997e-002 +3.6122681327e-005 +2.4713411047e-004
+6.5659890000e+001 +3.3949898610e+001 +1.7626260750e+000 +7.0592173150e+000 -3.7485630510e-001 -2.5244089140e+000 +0.0000000000e+000 +3.0573146687e-005 -6.6346038254e-008 +8.6375854072e-007 +1.9673554144e-002 +3.6056335289e-005 +2.4799786901e-004
+6.5859890000e+001 +3.1186102930e+001 +1.9384508250e+000 +6.7597610510e+000 -5.0426744520e-001 -2.4104655260e+000 +0.0000000000e+000 +1.5365319995e-005 -3.4653167240e-008 +4.3429112092e-007 +1.9688919464e-002 +3.6021682122e-005 +2.4843216013e-004
+6.5959890000e+001 +2.9849123540e+001 +2.0457748710e+000 +6.6100329180e+000 -5.6897301520e-001 -2.3534938320e+000 +0.0000000000e+000 +3.3835857731e-005 -7.7970137949e-008 +9.5654622290e-007 +1.9722755321e-002 +3.5943711984e-005 +2.4938870635e-004
+6.6179890000e+001 +2.7013177470e+001 +2.3274404940e+000 +6.2806310270e+000 -7.1132526930e-001 -2.2281561050e+000 +0.0000000000e+000 +1.8454326257e-004 -4.4615993102e-007 +5.2192873200e-006 +1.9907298584e-002 +3.5497552053e-005 +2.5460799367e-004
+6.7380655000e+001 +1.4116304360e+001 +4.9242361540e+000 +4.4873243110e+000 -1.4361562080e+000 -1.4711567020e+000 +0.0000000000e+000 +9.0014048946e-005 -1.5227209641e-008 +7.4153939914e-007 +1.9997312633e-002 +3.5482324843e-005 +2.5534953307e-004
+6.7600655000e+001 +1.2214350080e+001 +5.5862464390e+000 +4.1579224100e+000 -1.5729814540e+000 -1.3183969630e+000 +0.0000000000e+000 +4.0837867995e-005 -1.5799373853e-009 +3.3653012167e-007 +2.0038150501e-002 +3.5480744906e-005 +2.5568606319e-004
+6.7700655000e+001 +1.1397738410e+001 +5.9070620590e+000 +4.0081942740e+000 -1.6351747480e+000 -1.2489607170e+000 +0.0000000000e+000 +8.9856953789e-005 +2.9383528441e-009 +7.4058199787e-007 +2.0128007455e-002 +3.5483683259e-005 +2.5642664519e-004
+6.7920655000e+001 +9.7066013470e+000 +6.6566405030e+000 +3.6787923730e+000 -1.7719999940e+000 -1.0962009780e+000 +0.0000000000e+000 +4.9193423939e-004 +1.0803134719e-007 +4.0556261448e-006 +2.0619941694e-002 +3.5591714606e-005 +2.6048227134e-004
+6.9121420000e+001 +3.0422176060e+000 +1.1686238810e+001 +1.8854855610e+000 -2.3873450640e+000 -1.8991257350e-001 +0.0000000000e+000 +1.5601870698e-004 +2.3371547026e-007 +7.5087930118e-007 +2.0775960401e-002 +3.5825430076e-005 +2.6123315064e-004
+6.9341420000e+001 +2.2850723780e+000 +1.2764417090e+001 +1.5560836560e+000 -2.5134653370e+000 -9.7308227390e-003 +0.0000000000e+000 +7.7102405711e-005 +1.4543150532e-007 +3.7112409876e-007 +2.0853062807e-002 +3.5970861582e-005 +2.6160427474e-004
+6.9441420000e+001 +1.9888284610e+000 +1.3272842900e+001 +1.4063555170e+000 -2.5707927330e+000 +7.2169973060e-002 +0.0000000000e+000 +1.4939088880e-004 +2.9032084873e-007 +7.1912060280e-007 +2.1002453695e-002 +3.6261182430e-005 +2.6232339534e-004
+6.9641420000e+001 +1.4861775100e+000 +1.4324090950e+001 +1.1068992390e+000 -2.6854475260e+000 +2.3597156460e-001 +0.0000000000e+000 +2.5687635405e-004 +4.8034099132e-007 +1.2366632479e-006 +2.1259330050e-002 +3.6741523422e-005 +2.6356005859e-004
+7.0041420000e+001 +9.9666204740e-001 +1.4292658100e+001 +1.7790125770e-001 +2.7600322430e+000 +5.8993443650e-001 +0.0000000000e+000 +1.0636358706e-004 +1.5003985156e-007 +5.1213816668e-007 +2.1365693637e-002 +3.6891563273e-005 +2.6407219675e-004
+7.0241420000e+001 +9.6690570370e-001 +1.3212763260e+001 -2.9119539440e-002 +2.6394419660e+000 +7.8454047200e-001 +0.0000000000e+000 +5.1046679613e-005 +5.5785366454e-008 +2.4580172216e-007 +2.1416740316e-002 +3.6947348640e-005 +2.6431799848e-004
+7.0341420000e+001 +9.8308065150e-001 +1.2690904380e+001 -1.3262993800e-001 +2.5791468280e+000 +8.8184348980e-001 +0.0000000000e+000 +1.1054786111e-004 +1.0547653153e-007 +5.3232713585e-007 +2.1527288177e-002 +3.7052825171e-005 +2.6485032561e-004
+7.0561420000e+001 +1.0915368570e+000 +1.1585262620e+001 -3.6035281480e-001 +2.4464975230e+000 +1.0959101290e+000 +0.0000000000e+000 +5.8745520622e-004 +4.0381192470e-007 +2.8289484590e-006 +2.2114743384e-002 +3.7456637096e-005 +2.6767927407e-004
+7.1762185000e+001 +3.4395950550e+000 +6.4588006840e+000 -1.6001057850e+000 +1.7929512030e+000 +2.3359612690e+000 +0.0000000000e+000 +1.0638031385e-004 -1.4712579024e-008 +4.8694544499e-007 +2.2221123697e-002 +3.7441924517e-005 +2.6816621952e-004
+7.1982185000e+001 +4.1937406320e+000 +5.7014854520e+000 -1.8278286600e+000 +1.6493907610e+000 +2.5774499170e+000 +0.0000000000e+000 +4.8441832908e-005 -1.0041806215e-008 +2.2174306003e-007 +2.2269565530e-002 +3.7431882711e-005 +2.6838796258e-004
+7.2082185000e+001 +4.5696574040e+000 +5.3781327740e+000 -1.9313390580e+000 +1.5841360140e+000 +2.6872174850e+000 +0.0000000000e+000 +1.0674765059e-004 -2.4782808179e-008 +4.8864311722e-007 +2.2376313181e-002 +3.7407099902e-005 +2.6887660569e-004
+7.2302185000e+001 +5.4695456220e+000 +4.7126962250e+000 -2.1590619330e+000 +1.4405755720e+000 +2.9287061330e+000 +0.0000000000e+000 +5.8564166546e-004 -1.6059450400e-007 +2.6808495688e-006 +2.2961954846e-002 +3.7246505398e-005 +2.7155745526e-004
+7.3502950000e+001 +1.2126262660e+001 +2.1524535490e+000 -3.3988148590e+000 +6.7667755320e-001 +4.3180462560e+000 +0.0000000000e+000 +1.0866913664e-004 -3.4383924712e-008 +5.1284283346e-007 +2.3070623983e-002 +3.7212121474e-005 +2.7207029809e-004
+7.3722950000e+001 +1.3671840230e+001 +1.8874975490e+000 -3.6265377290e+000 +5.2766790200e-001 +4.5869569120e+000 +0.0000000000e+000 +4.9432633383e-005 -1.5031721507e-008 +2.3328872776e-007 +2.3120056616e-002 +3.7197089752e-005 +2.7230358682e-004
+7.3822950000e+001 +1.4407498810e+001 +1.7887371340e+000 -3.7300481250e+000 +4.5993624240e-001 +4.7091890280e+000 +0.0000000000e+000 +9.8748277240e-005 -2.9502926275e-008 +4.6602578024e-007 +2.3218804894e-002 +3.7167586826e-005 +2.7276961260e-004
+7.4022950000e+001 +1.5940922220e+001 +1.6318553010e+000 -3.9370689160e+000 +3.2447292320e-001 +4.9536532610e+000 +0.0000000000e+000 +1.9628427637e-004 -5.6927080857e-008 +9.2633129298e-007 +2.3415089170e-002 +3.7110659745e-005 +2.7369594390e-004
+7.4422950000e+001 +1.6206447090e+001 +1.7641017400e+000 +3.3132083980e+000 -6.7451942410e-001 +4.9928447370e+000 +0.0000000000e+000 +9.5847957180e-005 -2.9479150307e-008 +4.5234521613e-007 +2.3510937127e-002 +3.7081180595e-005 +2.7414828911e-004
+7.4622950000e+001 +1.4910725670e+001 +2.0669002710e+000 +3.1653987040e+000 -8.3947322690e-001 +4.7869876040e+000 +0.0000000000e+000 +4.7168398226e-005 -1.5683023740e-008 +2.2260908552e-007 +2.3558105525e-002 +3.7065497571e-005 +2.7437089820e-004
+7.4722950000e+001 +1.4285036420e+001 +2.2430426060e+000 +3.0914938580e+000 -9.2195012830e-001 +4.6840590370e+000 +0.0000000000e+000 +1.0284379343e-004 -3.5491544003e-008 +4.8536836069e-007 +2.3660949319e-002 +3.7030006027e-005 +2.7485626656e-004
+7.4942950000e+001 +1.2960549060e+001 +2.6886194830e+000 +2.9289031950e+000 -1.1033993110e+000 +4.4576161910e+000 +0.0000000000e+000 +5.4965795956e-004 -2.0407462005e-007 +2.5941045212e-006 +2.4210607278e-002 +3.6825931407e-005 +2.7745037108e-004
+7.6143715000e+001 +7.0047731690e+000 +6.4715980240e+000 +2.0437384900e+000 -2.0250241040e+000 +3.2994763480e+000 +0.0000000000e+000 +9.1727346157e-005 -3.2083626245e-008 +4.2234557564e-007 +2.4302334625e-002 +3.6793847781e-005 +2.7787271666e-004
+7.6363715000e+001 +6.1412981800e+000 +7.4007560820e+000 +1.8811478230e+000 -2.1984216130e+000 +3.1004555090e+000 +0.0000000000e+000 +4.1009502311e-005 -1.2465528776e-008 +1.8882032439e-007 +2.4343344127e-002 +3.6781382252e-005 +2.7806153698e-004
+7.6463715000e+001 +5.7724591000e+000 +7.8483221100e+000 +1.8072429740e+000 -2.2772386630e+000 +3.0099914910e+000 +0.0000000000e+000 +8.9601502454e-005 -2.4814630290e-008 +4.1254997401e-007 +2.4432945629e-002 +3.6756567622e-005 +2.7847408695e-004
