s bet_x bet_y alf_x alf_y disp_x disp_y rx_i ry_i rs_i rx_int ry_int rs_int
+1.4473439000e+002 +1.7853932650e+001 +1.2026922290e+000 +3.6973332450e+000 -4.1972996230e-001 -5.5238907110e-001 +0.0000000000e+000 +1.0192975774e-004 -2.2176233331e-008 +1.8345164312e-006 +2.9129990467e-002 +2.1417354278e-004 +7.8278757489e-004
+1.4493439000e+002 +1.6407866670e+001 +1.4097022270e+000 +3.5329966430e+000 -6.1532002480e-001 -5.5877949880e-001 +0.0000000000e+000 +4.8482031322e-005 -1.0131360720e-008 +8.7325670671e-007 +2.9178472498e-002 +2.1416341142e-004 +7.8366083160e-004
+1.4503439000e+002 +1.5709484170e+001 +1.5425457350e+000 +3.4508283420e+000 -7.1311505600e-001 -5.6197471270e-001 +0.0000000000e+000 +1.0362013283e-004 -2.0791124813e-008 +1.8671102789e-006 +2.9282092631e-002 +2.1414262029e-004 +7.8552794188e-004
+1.4525439000e+002 +1.4230889160e+001 +1.9036491550e+000 +3.2700580800e+000 -9.2826412470e-001 -5.6900418330e-001 +0.0000000000e+000 +5.2786193620e-004 -8.8879827979e-008 +9.5191717680e-006 +2.9809954567e-002 +2.1405374046e-004 +7.9504711365e-004
+1.4645515500e+002 +7.5764447010e+000 +5.5007910480e+000 +2.2859212710e+000 -2.0464772880e+000 -6.8191803230e-001 +0.0000000000e+000 +1.2714932615e-004 +4.8959223580e-008 +8.7279479472e-007 +2.9937103894e-002 +2.1410269969e-004 +7.9591990844e-004
+1.4667515500e+002 +6.6104088000e+000 +6.4468894990e+000 +2.1051510040e+000 -2.2539702160e+000 -7.1636951310e-001 +0.0000000000e+000 +5.3816471310e-005 +2.6023270949e-008 +3.6950958211e-007 +2.9990920365e-002 +2.1412872296e-004 +7.9628941802e-004
+1.4677515500e+002 +6.1975954300e+000 +6.9071150390e+000 +2.0229827010e+000 -2.3482851830e+000 -7.3202927710e-001 +0.0000000000e+000 +1.1474611729e-004 +6.1129923445e-008 +7.8794718826e-007 +3.0105666482e-002 +2.1418985288e-004 +7.9707736521e-004
+1.4699515500e+002 +5.3472525000e+000 +7.9860089640e+000 +1.8422124340e+000 -2.5557781120e+000 -7.6648075780e-001 +0.0000000000e+000 +5.8595543906e-004 +3.8138503472e-007 +4.0246220913e-006 +3.0691621921e-002 +2.1457123792e-004 +8.0110198730e-004
+1.4819592000e+002 +2.1130942270e+000 +1.5329298450e+001 +8.5807557690e-001 -3.5169284960e+000 -1.0286835990e+000 +0.0000000000e+000 +9.9350244859e-005 +1.0985975836e-007 +4.7051992837e-007 +3.0790972166e-002 +2.1468109768e-004 +8.0157250723e-004
+1.4841592000e+002 +1.7753104320e+000 +1.6918956960e+001 +6.7730530730e-001 -3.7087920010e+000 -1.0905570900e+000 +0.0000000000e+000 +4.2750623375e-005 +5.2390736925e-008 +2.0248258349e-007 +3.0833722789e-002 +2.1473348841e-004 +8.0177498981e-004
+1.4851592000e+002 +1.6480662010e+000 +1.7669436430e+001 +5.9513700300e-001 -3.7960026850e+000 -1.1186814040e+000 +0.0000000000e+000 +8.3461361615e-005 +1.0703311934e-007 +3.9531675568e-007 +3.0917184151e-002 +2.1484052153e-004 +8.0217030657e-004
+1.4871592000e+002 +1.4428787220e+000 +1.9222721780e+001 +4.3080039430e-001 -3.9704240530e+000 -1.1749300320e+000 +0.0000000000e+000 +1.5926774979e-004 +2.2314956488e-007 +7.5441987651e-007 +3.1076451901e-002 +2.1506367110e-004 +8.0292472645e-004
+1.4911592000e+002 +1.4629977050e+000 +1.9007328040e+001 -4.8399239160e-001 +4.4771892920e+000 -1.3948304750e+000 +0.0000000000e+000 +7.6078731774e-005 +9.0473136914e-008 +3.6040146457e-007 +3.1152530633e-002 +2.1515414423e-004 +8.0328512791e-004
+1.4931592000e+002 +1.6903404060e+000 +1.7260740980e+001 -6.5272110940e-001 +4.2557460260e+000 -1.5616733960e+000 +0.0000000000e+000 +3.8136777483e-005 +3.4069343272e-008 +1.8066869016e-007 +3.1190667410e-002 +2.1518821358e-004 +8.0346579660e-004
+1.4941592000e+002 +1.8293210630e+000 +1.6420663940e+001 -7.3708546830e-001 +4.1450243930e+000 -1.6450948560e+000 +0.0000000000e+000 +8.4115118145e-005 +6.3975137887e-008 +3.9849232724e-007 +3.1274782528e-002 +2.1525218871e-004 +8.0386428893e-004
+1.4963592000e+002 +2.1944710190e+000 +1.4650442480e+001 -9.2268705790e-001 +3.9014368010e+000 -1.8286220690e+000 +0.0000000000e+000 +4.6294350525e-004 +2.3207753588e-007 +2.1932461447e-006 +3.1737726033e-002 +2.1548426625e-004 +8.0605753507e-004
+1.5083668500e+002 +5.6149032820e+000 +6.7386666010e+000 -1.9331262490e+000 +2.6413930450e+000 -2.9024125970e+000 +0.0000000000e+000 +9.2527580444e-005 -2.7064136443e-008 +4.4529502770e-007 +3.1830253614e-002 +2.1545720211e-004 +8.0650283010e-004
+1.5105668500e+002 +6.5063111810e+000 +5.6337475960e+000 -2.1187278360e+000 +2.3809660650e+000 -3.1133618190e+000 +0.0000000000e+000 +4.3219785747e-005 -1.4665134650e-008 +2.0800039308e-007 +3.1873473400e-002 +2.1544253698e-004 +8.0671083049e-004
+1.5115668500e+002 +6.9384931840e+000 +5.1693919730e+000 -2.2030921940e+000 +2.2625901660e+000 -3.2092478290e+000 +0.0000000000e+000 +9.6374145883e-005 -3.3947437249e-008 +4.6381336304e-007 +3.1969847546e-002 +2.1540858954e-004 +8.0717464386e-004
+1.5137668500e+002 +7.9486860980e+000 +4.2311462360e+000 -2.3886937810e+000 +2.0021631860e+000 -3.4201970510e+000 +0.0000000000e+000 +5.4312640899e-004 -1.9800948378e-007 +2.6138679822e-006 +3.2512973955e-002 +2.1521058006e-004 +8.0978851184e-004
+1.5257745000e+002 +1.4880816130e+001 +1.1043108420e+000 -3.3991329210e+000 +5.8364716280e-001 -4.6432765590e+000 +0.0000000000e+000 +1.1757700924e-004 -2.6719731060e-008 +5.8636353849e-007 +3.2630550964e-002 +2.1518386033e-004 +8.1037487538e-004
+1.5279745000e+002 +1.6417266960e+001 +9.0626415690e-001 -3.5847345030e+000 +3.1656504140e-001 -4.8816477880e+000 +0.0000000000e+000 +5.4245512223e-005 -1.0935130379e-008 +2.7051939067e-007 +3.2684796476e-002 +2.1517292520e-004 +8.1064539477e-004
+1.5289745000e+002 +1.7142650300e+001 +8.5509124510e-001 -3.6690988580e+000 +1.9516407710e-001 -4.9899983470e+000 +0.0000000000e+000 +1.0842397149e-004 -2.1143592018e-008 +5.4070056463e-007 +3.2793220447e-002 +2.1515178160e-004 +8.1118609533e-004
+1.5309745000e+002 +1.8644035580e+001 +8.2558600000e-001 -3.8378275690e+000 -4.7637851470e-002 -5.2066994640e+000 +0.0000000000e+000 +2.1281205790e-004 -4.1232708701e-008 +1.0612726626e-006 +3.3006032505e-002 +2.1511054890e-004 +8.1224736800e-004
+1.5349745000e+002 +1.8150857850e+001 +1.2421753570e+000 +4.9918605300e+000 -1.0588283650e+000 -5.1407746950e+000 +0.0000000000e+000 +9.7865242915e-005 -2.5647238946e-008 +4.8808503224e-007 +3.3103897748e-002 +2.1508490166e-004 +8.1273545303e-004
+1.5369745000e+002 +1.6211231980e+001 +1.7340100230e+000 +4.7062688320e+000 -1.4003449620e+000 -4.8591935470e+000 +0.0000000000e+000 +4.6710399222e-005 -1.5014424498e-008 +2.3297141641e-007 +3.3150608148e-002 +2.1506988723e-004 +8.1296842444e-004
+1.5379745000e+002 +1.5284257800e+001 +2.0311548450e+000 +4.5634729830e+000 -1.5711032610e+000 -4.7184029730e+000 +0.0000000000e+000 +1.0044275573e-004 -3.5221818944e-008 +5.0097459922e-007 +3.3251050903e-002 +2.1503466541e-004 +8.1346939904e-004
+1.5401745000e+002 +1.3345442870e+001 +2.8050872970e+000 +4.2493221160e+000 -1.9467715180e+000 -4.4086637090e+000 +0.0000000000e+000 +5.2287121018e-004 -2.1322961855e-007 +2.6079687107e-006 +3.3773922113e-002 +2.1482143580e-004 +8.1607736775e-004
+1.5521821500e+002 +5.2149582400e+000 +9.8705226270e+000 +2.5390439210e+000 -3.8961570330e+000 -2.7970473320e+000 +0.0000000000e+000 +8.3629805226e-005 -1.5619271031e-008 +3.9644641199e-007 +3.3857551919e-002 +2.1480581652e-004 +8.1647381417e-004
+1.5543821500e+002 +4.1668921070e+000 +1.1664170370e+001 +2.2248930470e+000 -4.2567872500e+000 -2.5147300770e+000 +0.0000000000e+000 +3.7383128504e-005 -5.4115644584e-010 +1.7720987727e-007 +3.3894935047e-002 +2.1480527537e-004 +8.1665102404e-004
+1.5553821500e+002 +3.7361930830e+000 +1.2531920100e+001 +2.0820971960e+000 -4.4207100760e+000 -2.3864040510e+000 +0.0000000000e+000 +8.1757630306e-005 +6.7627776049e-009 +3.8755608819e-007 +3.3976692677e-002 +2.1481203815e-004 +8.1703858013e-004
+1.5575821500e+002 +2.8891835090e+000 +1.4556371180e+001 +1.7679463220e+000 -4.7813402930e+000 -2.1040867960e+000 +0.0000000000e+000 +4.4219739807e-004 +1.5140389243e-007 +2.0960778569e-006 +3.4418890076e-002 +2.1496344204e-004 +8.1913465799e-004
+1.5695898000e+002 +7.0262937640e-001 +2.8118987930e+001 +5.7668076340e-002 -6.4345858230e+000 -6.4175940260e-001 +0.0000000000e+000 +8.4497075833e-005 +2.8397242076e-007 +4.2448514418e-007 +3.4503387151e-002 +2.1524741446e-004 +8.1955914313e-004
+1.5717898000e+002 +7.4636861540e-001 +3.1023193690e+001 -2.5648279890e-001 -6.7663494290e+000 -3.8686415640e-001 +0.0000000000e+000 +4.1211911616e-005 +1.8009185323e-007 +2.0702188963e-007 +3.4544599063e-002 +2.1542750631e-004 +8.1976616502e-004
+1.5727898000e+002 +8.1194476040e-001 +3.2391543740e+001 -3.9927865120e-001 -6.9171510680e+000 -2.7100268080e-001 +0.0000000000e+000 +8.6692806121e-005 +4.2786250401e-007 +4.3547504047e-007 +3.4631291869e-002 +2.1585536882e-004 +8.2020164006e-004
+1.5747898000e+002 +1.0287745620e+000 +3.5218724820e+001 -6.8487035600e-001 -7.2187543460e+000 -3.9279729700e-002 +0.0000000000e+000 +2.0319064347e-004 +1.2873976558e-006 +1.0205996576e-006 +3.4834482513e-002 +2.1714276647e-004 +8.2122223972e-004
+1.5787898000e+002 +2.0671732700e+000 +3.4944025590e+001 -2.0563388130e+000 +7.8662085460e+000 +4.3400538290e-001 +0.0000000000e+000 +7.6072013633e-005 +3.7077716060e-007 +3.8203563334e-007 +3.4910554526e-002 +2.1751354363e-004 +8.2160427535e-004
+1.5807898000e+002 +2.9908813360e+000 +3.1869516980e+001 -2.5622015180e+000 +7.5063345140e+000 +6.8224175100e-001 +0.0000000000e+000 +3.5772606459e-005 +1.3695412817e-007 +1.7962853442e-007 +3.4946327133e-002 +2.1765049776e-004 +8.2178390389e-004
+1.5817898000e+002 +3.5286147750e+000 +3.0386243770e+001 -2.8151328710e+000 +7.3263974980e+000 +8.0635993510e-001 +0.0000000000e+000 +7.7089876204e-005 +2.6091082433e-007 +3.8707289765e-007 +3.5023417009e-002 +2.1791140858e-004 +8.2217097679e-004
+1.5839898000e+002 +4.8896920130e+000 +2.7249718390e+001 -3.3715818460e+000 +6.9305360630e+000 +1.0794199400e+000 +0.0000000000e+000 +4.0788398810e-004 +1.0372176380e-006 +2.0476817639e-006 +3.5431300997e-002 +2.1894862622e-004 +8.2421865855e-004
+1.5959974500e+002 +1.6594352710e+001 +1.2936608420e+001 -6.4009624360e+000 +4.9060281380e+000 +2.4913496470e+000 +0.0000000000e+000 +4.7465487869e-005 -2.6774390955e-008 +4.4363196875e-007 +3.5478766485e-002 +2.1892185183e-004 +8.2466229052e-004
+1.5981974500e+002 +1.9533194950e+001 +1.0871747630e+001 -6.9574114040e+000 +4.4797027460e+000 +2.7369876390e+000 +0.0000000000e+000 +2.1989305968e-005 -1.9505594613e-008 +2.0547100897e-007 +3.5500755791e-002 +2.1890234624e-004 +8.2486776153e-004
+1.5991974500e+002 +2.0949970370e+001 +9.9951855040e+000 -7.2103427520e+000 +4.2859184770e+000 +2.8486412720e+000 +0.0000000000e+000 +4.8875053130e-005 -4.8543959484e-008 +4.5664143080e-007 +3.5549630844e-002 +2.1885380228e-004 +8.2532440296e-004
+1.6013974500e+002 +2.4244939950e+001 +8.2031729600e+000 -7.7667917190e+000 +3.8595930840e+000 +3.0942792650e+000 +0.0000000000e+000 +2.7382658261e-004 -3.1395048060e-007 +2.5576715832e-006 +3.5823457427e-002 +2.1853985180e-004 +8.2788207454e-004
+1.6134051000e+002 +4.6477962100e+001 +1.6787436820e+000 -1.0796172140e+001 +1.5359377390e+000 +4.3569199630e+000 +0.0000000000e+000 +3.7974555485e-005 -5.5041747793e-008 +6.4567454365e-007 +3.5861431982e-002 +2.1848481005e-004 +8.2852774908e-004
+1.6156051000e+002 +5.1350696610e+001 +1.0997777080e+000 -1.1352621090e+001 +1.0957257820e+000 +4.5751359410e+000 +0.0000000000e+000 +1.8346715068e-005 -1.9361397987e-008 +3.1166373160e-007 +3.5879778697e-002 +2.1846544865e-004 +8.2883941282e-004
+1.6166051000e+002 +5.3646513960e+001 +9.0064218570e-001 -1.1605552440e+001 +8.9562943750e-001 +4.6743250230e+000 +0.0000000000e+000 +3.7698130679e-005 -3.4000170904e-008 +6.4010585049e-007 +3.5917476828e-002 +2.1843144848e-004 +8.2947951867e-004
+1.6186051000e+002 +5.8389907470e+001 +6.2242894850e-001 -1.2111415120e+001 +4.9543674880e-001 +4.8727031850e+000 +0.0000000000e+000 +7.8784216581e-005 -5.2693901569e-008 +1.3365339548e-006 +3.5996261044e-002 +2.1837875458e-004 +8.3081605262e-004
+1.6226051000e+002 +5.8689777540e+001 +6.2430535710e-001 +1.1401795010e+001 -5.0037316620e-001 +4.8777605330e+000 +0.0000000000e+000 +3.9339022852e-005 -2.6388285634e-008 +6.6731767301e-007 +3.6035600067e-002 +2.1835236629e-004 +8.3148337029e-004
+1.6246051000e+002 +5.4218343180e+001 +9.0456755490e-001 +1.0955376790e+001 -9.0093782300e-001 +4.6843727050e+000 +0.0000000000e+000 +1.8802983955e-005 -1.7033660958e-008 +3.1922459753e-007 +3.6054403051e-002 +2.1833533263e-004 +8.3180259489e-004
+1.6256051000e+002 +5.2049588730e+001 +1.1047833520e+000 +1.0732167680e+001 -1.1012201510e+000 +4.5876787910e+000 +0.0000000000e+000 +4.0245070616e-005 -4.2675831296e-008 +6.8353877742e-007 +3.6094648122e-002 +2.1829265680e-004 +8.3248613367e-004
+1.6278051000e+002 +4.7435468160e+001 +1.6862568660e+000 +1.0241107640e+001 -1.5418412740e+000 +4.3749521810e+000 +0.0000000000e+000 +2.0646425364e-004 -3.0089434372e-007 +3.5095898969e-006 +3.6301112375e-002 +2.1799176246e-004 +8.3599572357e-004
+1.6398127500e+002 +2.6105689890e+001 +8.2273412150e+000 +7.5677129730e+000 -3.8674628540e+000 +3.1421963170e+000 +0.0000000000e+000 +7.1597774202e-005 -3.6622540446e-008 +4.2121778638e-007 +3.6372710150e-002 +2.1795513992e-004 +8.3641694135e-004
+1.6420127500e+002 +2.2883929400e+001 +1.0022898670e+001 +7.0766529170e+000 -4.2941619620e+000 +2.9020476920e+000 +0.0000000000e+000 +3.1532303320e-005 -1.2357818968e-008 +1.8556238482e-007 +3.6404242453e-002 +2.1794278210e-004 +8.3660250374e-004
+1.6430127500e+002 +2.1490919720e+001 +1.0901126480e+001 +6.8534438010e+000 -4.4881161030e+000 +2.7928892260e+000 +0.0000000000e+000 +6.8491937228e-005 -2.1675957011e-008 +4.0311612808e-007 +3.6472734390e-002 +2.1792110614e-004 +8.3700561987e-004
+1.6452127500e+002 +1.8583437660e+001 +1.2969771370e+001 +6.3623837460e+000 -4.9148152110e+000 +2.5527406020e+000 +0.0000000000e+000 +3.6474349718e-004 -3.6279689667e-008 +2.1473327698e-006 +3.6837477887e-002 +2.1788482645e-004 +8.3915295264e-004
+1.6572204000e+002 +6.5448218170e+000 +2.7305822730e+001 +3.6889889110e+000 -6.9407209170e+000 +1.1706957290e+000 +0.0000000000e+000 +9.7934818011e-005 +1.6681773838e-007 +3.1795298589e-007 +3.6935412705e-002 +2.1805164419e-004 +8.3947090562e-004
+1.6594204000e+002 +5.0296999100e+000 +3.0446900930e+001 +3.1979288470e+000 -7.3369072400e+000 +9.0312509170e-001 +0.0000000000e+000 +4.5405479952e-005 +1.0009877786e-007 +1.4743316366e-007 +3.6980818185e-002 +2.1815174297e-004 +8.3961833878e-004
+1.6604204000e+002 +4.4124350530e+000 +3.1932290840e+001 +2.9747197270e+000 -7.5169919320e+000 +7.8150207490e-001 +0.0000000000e+000 +9.2086902760e-005 +2.2701996730e-007 +2.9902721048e-007 +3.7072905088e-002 +2.1837876293e-004 +8.3991736600e-004
+1.6624204000e+002 +3.3118308100e+000 +3.5011121490e+001 +2.5283014870e+000 -7.8771613170e+000 +5.3825604130e-001 +0.0000000000e+000 +1.9204029677e-004 +5.8890455403e-007 +6.2366801504e-007 +3.7264945385e-002 +2.1896766749e-004 +8.4054103401e-004
+1.6664204000e+002 +2.0421848850e+000 +3.5027606640e+001 +8.3088892010e-001 +7.8384088730e+000 +8.5622842930e-002 +0.0000000000e+000 +1.2336047180e-004 +4.7926651501e-007 +4.0067839215e-007 +3.7388305857e-002 +2.1944693400e-004 +8.4094171240e-004
+1.6684204000e+002 +1.7429384910e+000 +3.1963547590e+001 +6.6534304720e-001 +7.4818863490e+000 -1.3042017950e-001 +0.0000000000e+000 +6.2635934928e-005 +2.1572430267e-007 +2.0345210169e-007 +3.7450941792e-002 +2.1966265831e-004 +8.4114516450e-004
+1.6694204000e+002 +1.6181471760e+000 +3.0484996450e+001 +5.8257011070e-001 +7.3036250870e+000 -2.3844169070e-001 +0.0000000000e+000 +1.3047312620e-004 +3.9960940970e-007 +4.2380845183e-007 +3.7581414918e-002 +2.2006226772e-004 +8.4156897296e-004
+1.6716204000e+002 +1.4018784280e+000 +2.7357679860e+001 +4.0046965040e-001 +6.9114503110e+000 -4.7608901540e-001 +0.0000000000e+000 +6.5925194098e-004 +1.5637659544e-006 +2.1415119977e-006 +3.8240666859e-002 +2.2162603367e-004 +8.4371048495e-004
+1.6836280500e+002 +1.6299692250e+000 +1.3064416500e+001 -5.9090895250e-001 +4.9087012680e+000 -1.8445164790e+000 +0.0000000000e+000 +1.2593380964e-004 +4.3123854852e-008 +3.5784164102e-007 +3.8366600668e-002 +2.2166915753e-004 +8.4406832659e-004
+1.6858280500e+002 +1.9300312650e+000 +1.0997559170e+001 -7.7300941260e-001 +4.4861047750e+000 -2.1095858130e+000 +0.0000000000e+000 +5.8429609816e-005 +1.0653640593e-008 +1.6603217358e-007 +3.8425030278e-002 +2.2167981117e-004 +8.4423435877e-004
+1.6868280500e+002 +2.0929104420e+000 +1.0119547150e+001 -8.5578234900e-001 +4.2940154610e+000 -2.2300718740e+000 +0.0000000000e+000 +1.3003567608e-004 +1.5870522474e-008 +3.6951006183e-007 +3.8555065954e-002 +2.2169568169e-004 +8.4460386883e-004
+1.6890280500e+002 +2.5095167760e+000 +8.3231515760e+000 -1.0378828090e+000 +3.8714189680e+000 -2.4951412090e+000 +0.0000000000e+000 +7.3140112420e-004 +1.0448961780e-008 +2.0783958078e-006 +3.9286467079e-002 +2.2170613065e-004 +8.4668226464e-004
+1.7010357000e+002 +6.1830618780e+000 +1.7444087920e+000 -2.0292613930e+000 +1.5690276920e+000 -4.0128576570e+000 +0.0000000000e+000 +1.8057884592e-004 -2.2617244198e-008 +5.0342409416e-007 +3.9467045924e-002 +2.2168351341e-004 +8.4718568873e-004
+1.7032357000e+002 +7.1159989920e+000 +1.1500883120e+000 -2.2113618500e+000 +1.1324290340e+000 -4.3053490000e+000 +0.0000000000e+000 +8.8279814805e-005 -9.1157878157e-009 +2.4610763514e-007 +3.9555325739e-002 +2.2167439762e-004 +8.4743179637e-004
+1.7042357000e+002 +7.5665486550e+000 +9.4344789850e-001 -2.2941347850e+000 +9.3397509850e-001 -4.4382996100e+000 +0.0000000000e+000 +1.8242838405e-004 -1.6880359233e-008 +5.0857315937e-007 +3.9737754123e-002 +2.2165751726e-004 +8.4794036953e-004
+1.7062357000e+002 +8.5173117430e+000 +6.4923943330e-001 -2.4596806560e+000 +5.3706722730e-001 -4.7042008300e+000 +0.0000000000e+000 +3.8561488063e-004 -2.8412848212e-008 +1.0749997164e-006 +4.0123369004e-002 +2.2162910441e-004 +8.4901536924e-004
+1.7102357000e+002 +8.5255385500e+000 +6.5311189220e-001 +2.4406990830e+000 -5.4747233740e-001 -4.6905011460e+000 +0.0000000000e+000 +1.9287024410e-004 -1.4249744752e-008 +5.3767261716e-007 +4.0316239248e-002 +2.2161485467e-004 +8.4955304186e-004
+1.7122357000e+002 +7.5818997260e+000 +9.5170286630e-001 +2.2774950350e+000 -9.4548253310e-001 -4.4111612150e+000 +0.0000000000e+000 +9.1325963313e-005 -8.4662133656e-009 +2.5459592725e-007 +4.0407565211e-002 +2.2160638845e-004 +8.4980763779e-004
+1.7132357000e+002 +7.1345609220e+000 +1.1606998830e+000 +2.1958930110e+000 -1.1444876310e+000 -4.2714912500e+000 +0.0000000000e+000 +1.9457806385e-004 -2.0096038360e-008 +5.4244124403e-007 +4.0602143275e-002 +2.2158629241e-004 +8.5035007903e-004
+1.7154357000e+002 +6.2078633760e+000 +1.7605929080e+000 +2.0163685580e+000 -1.5822988460e+000 -3.9642173260e+000 +0.0000000000e+000 +9.8909033454e-004 -1.2315334300e-007 +2.7573761156e-006 +4.1591233610e-002 +2.2146313907e-004 +8.5310745515e-004
+1.7274433500e+002 +2.5484052030e+000 +8.3787048060e+000 +1.0390140790e+000 -3.8907050320e+000 -2.3660225780e+000 +0.0000000000e+000 +1.3175506276e-004 +3.9649184556e-009 +3.9258009348e-007 +4.1722988672e-002 +2.2146710399e-004 +8.5350003524e-004
+1.7296433500e+002 +2.1307343880e+000 +1.0183834580e+001 +8.5948962340e-001 -4.3144302880e+000 -2.0861706620e+000 +0.0000000000e+000 +5.8344898651e-005 +8.8823412685e-009 +1.7384128158e-007 +4.1781333571e-002 +2.2147598633e-004 +8.5367387652e-004
+1.7306433500e+002 +1.9669966660e+000 +1.1065980870e+001 +7.7788759810e-001 -4.5070326780e+000 -1.9589652460e+000 +0.0000000000e+000 +1.2714404510e-004 +2.8050225218e-008 +3.7882688960e-007 +4.1908477616e-002 +2.2150403656e-004 +8.5405270341e-004
+1.7328433500e+002 +1.6642215030e+000 +1.3142294810e+001 +5.9836314270e-001 -4.9307579340e+000 -1.6791133300e+000 +0.0000000000e+000 +6.8335233401e-004 +2.7512987957e-007 +2.0359983592e-006 +4.2591829950e-002 +2.2177916644e-004 +8.5608870177e-004
+1.7448510000e+002 +1.4014780190e+000 +2.7494468540e+001 -3.7899135580e-001 -6.9381109690e+000 -2.3020756800e-001 +0.0000000000e+000 +1.3180611872e-004 +3.8603158062e-007 +4.5822846337e-007 +4.2723636069e-002 +2.2216519802e-004 +8.5654693023e-004
+1.7470510000e+002 +1.6077295960e+000 +3.0633736560e+001 -5.5851581140e-001 -7.3312891250e+000 +2.2222338160e-002 +0.0000000000e+000 +6.5968835930e-005 +2.4495874775e-007 +2.2933379045e-007 +4.2789604905e-002 +2.2241015676e-004 +8.5677626402e-004
+1.7480510000e+002 +1.7275929610e+000 +3.2117866120e+001 -6.4011783670e-001 -7.5100064690e+000 +1.3696320460e-001 +0.0000000000e+000 +1.1935847540e-004 +4.3996772354e-007 +4.1493165409e-007 +4.2908963380e-002 +2.2285012449e-004 +8.5719119568e-004
+1.7500510000e+002 +2.0162809050e+000 +3.5193355650e+001 -8.0332188730e-001 -7.8674411560e+000 +3.6644493750e-001 +0.0000000000e+000 +1.9828638517e-004 +7.1057227432e-007 +6.8929482852e-007 +4.3107249765e-002 +2.2356069676e-004 +8.5788049051e-004
+1.7540510000e+002 +3.2543296220e+000 +3.5170495510e+001 -2.4722695890e+000 +7.9211796090e+000 +8.7197353260e-001 +0.0000000000e+000 +8.2652336101e-005 +2.3597298664e-007 +2.8729045683e-007 +4.3189902102e-002 +2.2379666975e-004 +8.5816778096e-004
+1.7560510000e+002 +4.3306547480e+000 +3.2074522030e+001 -2.9093560400e+000 +7.5586877790e+000 +1.1554540660e+000 +0.0000000000e+000 +4.0049605465e-005 +9.0377571840e-008 +1.3919557758e-007 +4.3229951707e-002 +2.2388704732e-004 +8.5830697654e-004
+1.7570510000e+002 +4.9343802780e+000 +3.0580909070e+001 -3.1278992660e+000 +7.3774418640e+000 +1.2971943330e+000 +0.0000000000e+000 +8.7158854959e-005 +1.7382136091e-007 +3.0291311086e-007 +4.3317110562e-002 +2.2406086868e-004 +8.5860988965e-004
+1.7592510000e+002 +6.4164308760e+000 +2.7422557670e+001 -3.6086943620e+000 +6.9787008510e+000 +1.6090229200e+000 +0.0000000000e+000 +4.6833576230e-004 +6.9687511295e-007 +1.6274801311e-006 +4.3785446324e-002 +2.2475774379e-004 +8.6023736978e-004
+1.7712586500e+002 +1.8195775240e+001 +1.3011049330e+001 -6.2262053760e+000 +4.9392362090e+000 +3.2320138320e+000 +0.0000000000e+000 +5.9911815545e-005 -2.7885364733e-008 +3.5931419842e-007 +4.3845358140e-002 +2.2472985843e-004 +8.6059668398e-004
+1.7734586500e+002 +2.1041080520e+001 +1.0932256560e+001 -6.7070004630e+000 +4.5098218080e+000 +3.5164204060e+000 +0.0000000000e+000 +2.7846898637e-005 -1.7812380052e-008 +1.6698265076e-007 +4.3873205038e-002 +2.2471204605e-004 +8.6076366663e-004
+1.7744586500e+002 +2.2404334940e+001 +1.0049811040e+001 -6.9255436850e+000 +4.3146334440e+000 +3.6456961210e+000 +0.0000000000e+000 +6.1977999775e-005 -4.3095997273e-008 +3.7162068132e-007 +4.3935183038e-002 +2.2466895005e-004 +8.6113528731e-004
+1.7766586500e+002 +2.5557349080e+001 +8.2458434910e+000 -7.4063387720e+000 +3.8852190430e+000 +3.9301026950e+000 +0.0000000000e+000 +3.4817057879e-004 -2.6856043525e-007 +2.0872757824e-006 +4.4283353617e-002 +2.2440038962e-004 +8.6322256310e-004
+1.7886663000e+002 +4.6433636270e+001 +1.6799529730e+000 -1.0023849630e+001 +1.5445991320e+000 +5.4038045940e+000 +0.0000000000e+000 +4.6804212190e-005 -4.6104736227e-008 +5.4091367355e-007 +4.4330157829e-002 +2.2435428488e-004 +8.6376347677e-004
+1.7908663000e+002 +5.0949905020e+001 +1.0978749820e+000 -1.0504644700e+001 +1.1012099190e+000 +5.6607891530e+000 +0.0000000000e+000 +2.2606939860e-005 -1.6131160617e-008 +2.6112124927e-007 +4.4352764769e-002 +2.2433815372e-004 +8.6402459802e-004
+1.7918663000e+002 +5.3072688280e+001 +8.9778705290e-001 -1.0723187910e+001 +8.9966936850e-001 +5.7776003170e+000 +0.0000000000e+000 +4.6449182581e-005 -2.8261792216e-008 +5.3636031939e-007 +4.4399213952e-002 +2.2430989193e-004 +8.6456095834e-004
+1.7938663000e+002 +5.7449380730e+001 +6.1853552590e-001 -1.1160274340e+001 +4.9658826670e-001 +6.0112226430e+000 +0.0000000000e+000 +9.7087753361e-005 -4.3622047219e-008 +1.1204742383e-006 +4.4496301705e-002 +2.2426626988e-004 +8.6568143258e-004
+1.7978663000e+002 +5.7449380730e+001 +6.1853552590e-001 +1.1160274340e+001 -4.9658826670e-001 +6.0112226430e+000 +0.0000000000e+000 +4.8543876681e-005 -2.1811023610e-008 +5.6023711913e-007 +4.4544845582e-002 +2.2424445886e-004 +8.6624166970e-004
